"cz_cec_doe","category","city_ind","num_floors","load_source","month","P_avg_per_floor_sqft","P_avg_per_roof_sqft","P_min","P_max","P_sd","Irr_annual_avg","CDD_annual_tot","Irr","CDD","num_days","kw_from_solar_mo","in_over_out_mo","P_unmet_per_roof_sqft","P_unmet_percent","rank"
"1_3C","CC",1,1.2,"interp_mo",6,0.001361770875,0.00163412505,0.000588919,0.002266148,0.000617175641133313,5013.33333333333,250,6210,27,30,0.00180290136474698,1.1032823741041,0.000168776314746978,0.103282374104098,10
"1_3C","CC",1,1.2,"interp_mo",5,0.00132224108333333,0.0015866893,0.000571824,0.002200366,0.000599246737582547,5013.33333333333,250,6210,9,31,0.00180290136474698,1.13626616423706,0.000216212064746978,0.136266164237055,12
"1_4C","CC",0,1,"interp_cz",12,0.00132004504166667,0.00132004504166667,0.000570874,0.002196711,0.000598251485152976,4568.33333333333,404,2960,8,31,0.000859353951634631,0.651003507084595,-0.000460691090032036,-0.348996492915405,1
"1_4C","CC",0,1,"interp_cz",1,0.00132004504166667,0.00132004504166667,0.000570874,0.002196711,0.000598251485152976,4568.33333333333,404,3050,8,31,0.000885482956920819,0.670797532637843,-0.000434562084745848,-0.329202467362157,2
"1_4C","CC",0,1,"interp_cz",11,0.001342006125,0.001342006125,0.000580372,0.002233257,0.000608217934696549,4568.33333333333,404,3460,18,30,0.00100451509211345,0.748517516724041,-0.000337491032886547,-0.251482483275959,3
"1_4C","CC",0,1,"interp_cz",2,0.00132004504166667,0.00132004504166667,0.000570874,0.002196711,0.000598294624659455,4568.33333333333,404,3500,8,28,0.00101612798335176,0.769767660404082,-0.000303917058314907,-0.230232339595918,4
"1_4C","CC",0,1,"interp_cz",10,0.00139471225,0.00139471225,0.000603165,0.002320966,0.000632091109799983,4568.33333333333,404,4690,42,31,0.00136161149769136,0.976266966674565,-3.31007523086428e-05,-0.0237330333254352,5
"1_4C","CC",0,1,"interp_cz",8,0.00151769366666667,0.00151769366666667,0.000656351,0.002525622,0.000687826909464261,4568.33333333333,404,5340,98,31,0.00155032098031383,1.0214979573044,3.262731364716e-05,0.0214979573044011,6
"1_4C","CC",0,1,"interp_cz",3,0.00131345670833333,0.00131345670833333,0.000568025,0.002185747,0.000595265533316395,4568.33333333333,404,4650,5,31,0.00134999860645305,1.02782116676391,3.65418981197181e-05,0.0278211667639101,7
"1_4C","CC",0,1,"interp_cz",9,0.00147157554166667,0.00147157554166667,0.000636406,0.002448876,0.000666940883038794,4568.33333333333,404,5420,77,30,0.00157354676279044,1.06929390862822,0.000101971221123772,0.069293908628219,8
"1_4C","CC",0,1,"interp_cz",7,0.00146059508333333,0.00146059508333333,0.000631657,0.002430603,0.000661949565073448,4568.33333333333,404,5390,72,31,0.00156483709436171,1.07136954808206,0.000104242011028376,0.0713695480820578,9
"1_4C","CC",0,1,"interp_cz",4,0.00131565283333333,0.00131565283333333,0.000568975,0.002189402,0.000596274388720803,4568.33333333333,404,5230,6,30,0.00151838552940849,1.15409285104605,0.000202732696075153,0.154092851046054,11
"1_4C","CC",0,1,"interp_cz",6,0.00139471225,0.00139471225,0.000603165,0.002320966,0.000632105289081697,4568.33333333333,404,5520,42,30,0.0016025789908862,1.14903915907113,0.000207866740886203,0.14903915907113,10
"1_4C","CC",0,1,"interp_cz",5,0.00134639816666667,0.00134639816666667,0.000582271,0.002240566,0.000610194765457466,4568.33333333333,404,5610,20,31,0.00162870799617239,1.20967781782164,0.000282309829505724,0.209677817821641,12
"1_4C","CC",1,1.2,"interp_cz",12,0.00132004504166667,0.00158405405,0.000570874,0.002196711,0.000598251485152976,4568.33333333333,404,2960,8,31,0.000859353951634631,0.542502922570496,-0.000724700098365369,-0.457497077429504,1
"1_4C","CC",1,1.2,"interp_cz",1,0.00132004504166667,0.00158405405,0.000570874,0.002196711,0.000598251485152976,4568.33333333333,404,3050,8,31,0.000885482956920819,0.558997943864869,-0.000698571093079181,-0.441002056135131,2
"1_4C","CC",1,1.2,"interp_cz",11,0.001342006125,0.00161040735,0.000580372,0.002233257,0.000608217934696549,4568.33333333333,404,3460,18,30,0.00100451509211345,0.623764597270034,-0.000605892257886547,-0.376235402729966,3
"1_4C","CC",1,1.2,"interp_cz",2,0.00132004504166667,0.00158405405,0.000570874,0.002196711,0.000598294624659455,4568.33333333333,404,3500,8,28,0.00101612798335176,0.641473050336735,-0.000567926066648241,-0.358526949663265,4
"1_4C","CC",1,1.2,"interp_cz",10,0.00139471225,0.0016736547,0.000603165,0.002320966,0.000632091109799983,4568.33333333333,404,4690,42,31,0.00136161149769136,0.813555805562137,-0.000312043202308643,-0.186444194437863,5
"1_4C","CC",1,1.2,"interp_cz",8,0.00151769366666667,0.0018212324,0.000656351,0.002525622,0.000687826909464261,4568.33333333333,404,5340,98,31,0.00155032098031383,0.851248297753668,-0.000270911419686173,-0.148751702246332,6
"1_4C","CC",1,1.2,"interp_cz",3,0.00131345670833333,0.00157614805,0.000568025,0.002185747,0.000595265533316395,4568.33333333333,404,4650,5,31,0.00134999860645305,0.856517638969925,-0.000226149443546948,-0.143482361030075,7
"1_4C","CC",1,1.2,"interp_cz",9,0.00147157554166667,0.00176589065,0.000636406,0.002448876,0.000666940883038794,4568.33333333333,404,5420,77,30,0.00157354676279044,0.891078257190183,-0.000192343887209561,-0.108921742809817,8
"1_4C","CC",1,1.2,"interp_cz",7,0.00146059508333333,0.0017527141,0.000631657,0.002430603,0.000661949565073448,4568.33333333333,404,5390,72,31,0.00156483709436171,0.892807956735048,-0.000187877005638291,-0.107192043264952,9
"1_4C","CC",1,1.2,"interp_cz",6,0.00139471225,0.0016736547,0.000603165,0.002320966,0.000632105289081697,4568.33333333333,404,5520,42,30,0.0016025789908862,0.957532632559275,-7.10757091137971e-05,-0.0424673674407254,10
"1_4C","CC",1,1.2,"interp_cz",4,0.00131565283333333,0.0015787834,0.000568975,0.002189402,0.000596274388720803,4568.33333333333,404,5230,6,30,0.00151838552940849,0.961744042538379,-6.03978705915138e-05,-0.0382559574616213,11
"1_4C","CC",1,1.2,"interp_cz",5,0.00134639816666667,0.0016156778,0.000582271,0.002240566,0.000610194765457466,4568.33333333333,404,5610,20,31,0.00162870799617239,1.0080648481847,1.30301961723911e-05,0.00806484818470061,12
"10_3B","CC",0,1,"interp_cz",7,0.00282437083333333,0.00282437083333333,0.001221444,0.004700087,0.00128001995988056,6224.16666666667,3673,7140,678,31,0.00207290108603759,0.733933753164822,-0.000751469747295745,-0.266066246835178,1
"10_3B","CC",0,1,"interp_cz",8,0.00285950825,0.00285950825,0.001236639,0.00475856,0.00129594449370272,6224.16666666667,3673,7290,682,31,0.00211644942818124,0.740144543447719,-0.000743058821818765,-0.259855456552281,2
"10_3B","CC",0,1,"interp_cz",9,0.002593780625,0.002593780625,0.001121721,0.004316358,0.00117554170825525,6224.16666666667,3673,6970,558,30,0.00202354629827479,0.780153216802901,-0.000570234326725211,-0.219846783197099,3
"10_3B","CC",0,1,"interp_cz",6,0.00238515154166667,0.00238515154166667,0.001031496,0.003969174,0.00108098764807984,6224.16666666667,3673,6860,477,30,0.00199161084736945,0.835003903348537,-0.000393540694297219,-0.164996096651463,5
"10_3B","CC",0,1,"interp_cz",10,0.00215456145833333,0.00215456145833333,0.000931774,0.003585445,0.000976458725520625,6224.16666666667,3673,6140,356,31,0.00178257880507994,0.827351105806405,-0.00037198265325339,-0.172648894193595,4
"10_3B","CC",0,1,"interp_cz",5,0.002062325375,0.002062325375,0.000891885,0.003431953,0.000934656902318505,6224.16666666667,3673,6760,329,31,0.00196257861927368,0.951633841616133,-9.9746755726317e-05,-0.0483661583838665,6
"10_3B","CC",0,1,"interp_cz",11,0.00165165554166667,0.00165165554166667,0.000714285,0.00274855,0.000748555953425501,6224.16666666667,3673,5510,138,30,0.00159967576807663,0.968528683930314,-5.19797735900401e-05,-0.031471316069686,7
"10_3B","CC",0,1,"interp_cz",12,0.00144083029166667,0.00144083029166667,0.00062311,0.002397712,0.000652991951357359,6224.16666666667,3673,4890,47,31,0.00141967595388289,0.985317953192593,-2.11543377837803e-05,-0.0146820468074073,8
"10_3B","CC",0,1,"interp_cz",1,0.00143863416666667,0.00143863416666667,0.00062216,0.002394057,0.000651996717694293,6224.16666666667,3673,5020,46,31,0.00145741785040738,1.01305660895308,1.87836837407134e-05,0.0130566089530846,9
"10_3B","CC",0,1,"interp_cz",2,0.00146498733333333,0.00146498733333333,0.000633557,0.002437912,0.000663987922006896,6224.16666666667,3673,5170,58,28,0.00150096619255103,1.0245591606146,3.59788592176941e-05,0.0245591606146042,10
"10_3B","CC",0,1,"interp_cz",4,0.00176146020833333,0.00176146020833333,0.000761771,0.002931278,0.000798321136347692,6224.16666666667,3673,6630,195,30,0.00192483672274919,1.09275061318044,0.000163376514415856,0.0927506131804366,11
"10_3B","CC",0,1,"interp_cz",3,0.00156600779166667,0.00156600779166667,0.000677245,0.002606022,0.000709723041071632,6224.16666666667,3673,6310,109,31,0.00183193359284274,1.16981128867377,0.000265925801176076,0.169811288673767,12
"10_3B","CC",1,1.2,"interp_cz",7,0.00282437083333333,0.003389245,0.001221444,0.004700087,0.00128001995988056,6224.16666666667,3673,7140,678,31,0.00207290108603759,0.611611460970685,-0.00131634391396241,-0.388388539029315,1
"10_3B","CC",1,1.2,"interp_cz",8,0.00285950825,0.0034314099,0.001236639,0.00475856,0.00129594449370272,6224.16666666667,3673,7290,682,31,0.00211644942818124,0.616787119539766,-0.00131496047181877,-0.383212880460234,2
"10_3B","CC",1,1.2,"interp_cz",9,0.002593780625,0.00311253675,0.001121721,0.004316358,0.00117554170825525,6224.16666666667,3673,6970,558,30,0.00202354629827479,0.650127680669084,-0.00108899045172521,-0.349872319330916,3
"10_3B","CC",1,1.2,"interp_cz",6,0.00238515154166667,0.00286218185,0.001031496,0.003969174,0.00108098764807984,6224.16666666667,3673,6860,477,30,0.00199161084736945,0.695836586123781,-0.000870571002630552,-0.304163413876219,5
"10_3B","CC",1,1.2,"interp_cz",10,0.00215456145833333,0.00258547375,0.000931774,0.003585445,0.000976458725520625,6224.16666666667,3673,6140,356,31,0.00178257880507994,0.689459254838671,-0.000802894944920056,-0.310540745161329,4
"10_3B","CC",1,1.2,"interp_cz",5,0.002062325375,0.00247479045,0.000891885,0.003431953,0.000934656902318505,6224.16666666667,3673,6760,329,31,0.00196257861927368,0.793028201346778,-0.000512211830726317,-0.206971798653222,6
"10_3B","CC",1,1.2,"interp_cz",11,0.00165165554166667,0.00198198665,0.000714285,0.00274855,0.000748555953425501,6224.16666666667,3673,5510,138,30,0.00159967576807663,0.807107236608595,-0.000382310881923373,-0.192892763391405,7
"10_3B","CC",1,1.2,"interp_cz",12,0.00144083029166667,0.00172899635,0.00062311,0.002397712,0.000652991951357359,6224.16666666667,3673,4890,47,31,0.00141967595388289,0.821098294327161,-0.000309320396117114,-0.178901705672839,8
"10_3B","CC",1,1.2,"interp_cz",1,0.00143863416666667,0.001726361,0.00062216,0.002394057,0.000651996717694293,6224.16666666667,3673,5020,46,31,0.00145741785040738,0.844213840794237,-0.00026894314959262,-0.155786159205763,9
"10_3B","CC",1,1.2,"interp_cz",2,0.00146498733333333,0.0017579848,0.000633557,0.002437912,0.000663987922006896,6224.16666666667,3673,5170,58,28,0.00150096619255103,0.85379930051217,-0.000257018607448973,-0.14620069948783,10
"10_3B","CC",1,1.2,"interp_cz",4,0.00176146020833333,0.00211375225,0.000761771,0.002931278,0.000798321136347692,6224.16666666667,3673,6630,195,30,0.00192483672274919,0.910625510983697,-0.00018891552725081,-0.0893744890163028,11
"10_3B","CC",1,1.2,"interp_cz",3,0.00156600779166667,0.00187920935,0.000677245,0.002606022,0.000709723041071632,6224.16666666667,3673,6310,109,31,0.00183193359284274,0.974842740561472,-4.72757571572571e-05,-0.0251572594385277,12
"11_3B","CC",0,1,"interp_cz",7,0.00312523583333333,0.00312523583333333,0.001351558,0.005200762,0.00141637350801979,5698.33333333333,3912,7370,852,31,0.00213967521065785,0.684644399579823,-0.000985560622675486,-0.315355600420177,1
"11_3B","CC",0,1,"interp_cz",8,0.002973705125,0.002973705125,0.001286026,0.004948597,0.00134769900918312,5698.33333333333,3912,7420,796,31,0.00215419132470573,0.724413226649609,-0.000819513800294271,-0.275586773350391,3
"11_3B","CC",0,1,"interp_cz",6,0.002675036125,0.002675036125,0.001156862,0.004451576,0.00121236792139831,5698.33333333333,3912,7060,620,30,0.00204967530356098,0.766223410744024,-0.000625360821439023,-0.233776589255976,5
"11_3B","CC",0,1,"interp_cz",9,0.00260476108333333,0.00260476108333333,0.00112647,0.00433463,0.00118051808234809,5698.33333333333,3912,7130,589,30,0.00206999786322801,0.794697784941957,-0.000534763220105321,-0.205302215058043,6
"11_3B","CC",0,1,"interp_cz",12,0.00131345670833333,0.00131345670833333,0.000568025,0.002185747,0.000595265533316395,5698.33333333333,3912,3220,8,31,0.000934837744683618,0.711738528382751,-0.000378618963649715,-0.288261471617249,2
"11_3B","CC",0,1,"interp_cz",1,0.00131126058333333,0.00131126058333333,0.000567075,0.002182093,0.00059427039041333,5698.33333333333,3912,3420,7,31,0.000992902200875147,0.757211963430722,-0.000318358382458186,-0.242788036569278,4
"11_3B","CC",0,1,"interp_cz",10,0.00197887375,0.00197887375,0.000855795,0.00329308,0.000896836141839061,5698.33333333333,3912,5970,319,31,0.00173322401731714,0.875863868181153,-0.000245649732682857,-0.124136131818847,8
"11_3B","CC",0,1,"interp_cz",11,0.00140788891666667,0.00140788891666667,0.000608864,0.002342894,0.000638077131784021,5698.33333333333,3912,4010,66,30,0.00116419234664016,0.82690639357863,-0.000243696570026508,-0.17309360642137,7
"11_3B","CC",0,1,"interp_cz",5,0.002176522375,0.002176522375,0.000941271,0.003621991,0.000986411682561218,5698.33333333333,3912,6660,386,31,0.00193354639117792,0.888365042044614,-0.000242975983822081,-0.111634957955386,9
"11_3B","CC",0,1,"interp_cz",2,0.00133322158333333,0.00133322158333333,0.000576573,0.002218638,0.000604266737363213,5698.33333333333,3912,4250,18,28,0.00123386969406999,0.925479837331361,-9.93518892633402e-05,-0.0745201626686388,10
"11_3B","CC",0,1,"interp_cz",4,0.00165604766666667,0.00165604766666667,0.000716184,0.002755859,0.000750546486950392,5698.33333333333,3912,6260,179,30,0.00181741747879486,1.09744273391176,0.000161369812128194,0.0974427339117617,11
"11_3B","CC",0,1,"interp_cz",3,0.001429849875,0.001429849875,0.000618361,0.002379439,0.000648015524301081,5698.33333333333,3912,5610,72,31,0.00162870799617239,1.13907622376957,0.000198858121172391,0.13907622376957,12
"11_3B","CC",1,1.2,"interp_cz",7,0.00312523583333333,0.003750283,0.001351558,0.005200762,0.00141637350801979,5698.33333333333,3912,7370,852,31,0.00213967521065785,0.570536999649852,-0.00161060778934215,-0.429463000350148,1
"11_3B","CC",1,1.2,"interp_cz",8,0.002973705125,0.00356844615,0.001286026,0.004948597,0.00134769900918312,5698.33333333333,3912,7420,796,31,0.00215419132470573,0.603677688874674,-0.00141425482529427,-0.396322311125326,3
"11_3B","CC",1,1.2,"interp_cz",6,0.002675036125,0.00321004335,0.001156862,0.004451576,0.00121236792139831,5698.33333333333,3912,7060,620,30,0.00204967530356098,0.638519508953353,-0.00116036804643902,-0.361480491046647,5
"11_3B","CC",1,1.2,"interp_cz",9,0.00260476108333333,0.0031257133,0.00112647,0.00433463,0.00118051808234809,5698.33333333333,3912,7130,589,30,0.00206999786322801,0.662248154118297,-0.00105571543677199,-0.337751845881703,6
"11_3B","CC",1,1.2,"interp_cz",5,0.002176522375,0.00261182685,0.000941271,0.003621991,0.000986411682561218,5698.33333333333,3912,6660,386,31,0.00193354639117792,0.740304201703845,-0.000678280458822081,-0.259695798296155,9
"11_3B","CC",1,1.2,"interp_cz",10,0.00197887375,0.0023746485,0.000855795,0.00329308,0.000896836141839061,5698.33333333333,3912,5970,319,31,0.00173322401731714,0.729886556817627,-0.000641424482682856,-0.270113443182373,8
"11_3B","CC",1,1.2,"interp_cz",12,0.00131345670833333,0.00157614805,0.000568025,0.002185747,0.000595265533316395,5698.33333333333,3912,3220,8,31,0.000934837744683618,0.593115440318959,-0.000641310305316381,-0.406884559681041,2
"11_3B","CC",1,1.2,"interp_cz",1,0.00131126058333333,0.0015735127,0.000567075,0.002182093,0.00059427039041333,5698.33333333333,3912,3420,7,31,0.000992902200875147,0.631009969525602,-0.000580610499124853,-0.368990030474398,4
"11_3B","CC",1,1.2,"interp_cz",11,0.00140788891666667,0.0016894667,0.000608864,0.002342894,0.000638077131784021,5698.33333333333,3912,4010,66,30,0.00116419234664016,0.689088661315525,-0.000525274353359841,-0.310911338684475,7
