category,cz_cec_doe,city_ind,utility,Freq,roof_sqft.x,OID,latitude,longitude,roof_sqft.y,floor_sqft,diff,month,n,min_io,min_irr,max_p,max_punmet,num_floors,in_over_out_mo,clp_index,clp_name,clp_multiplier,critical_load_pct,dur_index,dur_name,dur_duration,roof_sqft
W,12_4B,0,Pacific Gas & Electric Company,0.01,1066.972869,14844,38.35609603,-120.7762998,1360.775608,1100,293.802739,12,2,1.55419105,3640,NA,NA,1,1.55419105,5,high,1.333333333,2.072254733,3,8 day,192,1100
Coll,9_3B,0,Southern California Edison,0.1,1977.955545,11821,34.38189041,-118.5191929,1977.955545,2000,0,7,1,NA,NA,NA,0.000519835,1,1.335971562,5,high,1.333333333,1.781295416,3,8 day,192,2000
Sec,15_3B,0,Imperial Irrigation District,0.1,24146.00849,5756,33.67040646,-116.2238766,23862.46631,29000,283.5421713,6,2,0.600047405,NA,0.002890898,NA,1.2,0.600047405,3,medium,0.8,0.480037924,3,8 day,192,24100
CC,6_3C,1,Southern California Edison,0.1,3198.771136,2429,34.42291395,-119.7068368,3201.324376,3800,2.55324015,10,1,0.764392279,NA,NA,NA,1.2,0.764392279,3,medium,0.8,0.611513823,1,2 day,48,3200
Pri,8_3B,0,Southern California Edison,0.75,67085.79308,1466,33.87894428,-118.0863158,67505.75338,67100,419.960294,7,1,NA,NA,NA,0.000492326,1,1.322136087,3,medium,0.8,1.057708869,1,2 day,48,67100
Pri,8_3B,1,Los Angeles Department of Water & Power,0.5,52939.76874,1184,34.01280264,-118.2467552,52412.07458,68800,527.6941517,6,1,NA,NA,0.002226249,NA,1.3,0.644018489,1,low,0.5,0.322009245,3,8 day,192,52900
Pri,8_3B,1,Southern California Edison,0.25,34543.24085,1879,33.72411264,-117.8866672,34637.96617,44900,94.72531835,7,1,NA,NA,NA,3.38E-05,1.3,1.017027759,3,medium,0.8,0.813622207,3,8 day,192,34500
W,6_3B,0,Southern California Edison,0.75,14812.45113,5579,33.75821677,-118.003084,15307.092,14800,494.6408751,12,1,NA,4520,NA,NA,1,1.768386576,3,medium,0.8,1.414709261,2,4 day,96,14800
W,9_3B,0,Southern California Edison,0.99,63974.19884,17013,34.15147916,-117.8780956,69479.7297,64000,5505.530868,4,1,NA,NA,NA,0.001067094,1,2.239876252,2,low_medium,0.666666667,1.493250835,1,2 day,48,64000
Pri,3_3B,0,Pacific Gas & Electric Company,0.9,82302.16623,5799,37.9435605,-122.3649268,93652.45739,82300,11350.29116,6,1,NA,NA,0.001908062,NA,1,1.052916521,3,medium,0.8,0.842333217,2,4 day,96,82300
W,11_3B,1,Pacific Gas & Electric Company,0.5,8158.175525,4037,39.72845546,-121.8418883,8117.431948,8200,40.74357698,12,2,1.37059309,3220,NA,NA,1,1.37059309,4,high_medium,1,1.37059309,2,4 day,96,8200
CC,2_4B,0,Pacific Gas & Electric Company,0.5,11698.76992,18529,38.96489934,-122.6341563,16069.46845,11700,4370.698529,7,1,NA,NA,0.002494956,NA,1,0.868073009,2,low_medium,0.666666667,0.578715339,1,2 day,48,11700
Sec,9_3B,0,Southern California Edison,0.99,363477.3211,16172,33.94328171,-118.0219528,342286.9786,436200,21190.3425,6,2,0.814809392,NA,0.001983442,NA,1.2,0.814809392,2,low_medium,0.666666667,0.543206261,1,2 day,48,363500
CC,14_3B,0,Southern California Edison,0.25,6010.724309,3853,34.42201563,-117.5717903,5115.156761,6000,895.5675474,7,2,0.625894089,NA,0.003311904,NA,1,0.625894089,2,low_medium,0.666666667,0.417262726,3,8 day,192,6000
W,4_3C,0,Pacific Gas & Electric Company,0.01,1066.972869,15661,36.97107525,-121.5702542,1230.900612,1100,163.9277424,12,2,1.583081547,3750,NA,NA,1,1.583081547,4,high_medium,1,1.583081547,1,2 day,48,1100
CC,12_3B,0,Pacific Gas & Electric Company,0.1,3198.771136,4425,36.98624978,-120.6295568,3139.724563,3200,59.0465732,1,2,0.688575791,3110,NA,NA,1,0.688575791,4,high_medium,1,0.688575791,3,8 day,192,3200
W,9_3B,0,Southern California Edison,1,474347.0522,15588,34.15235564,-118.8085658,133664.1904,474300,340682.8618,12,1,NA,4790,NA,NA,1,1.81030877,5,high,1.333333333,2.413745027,3,8 day,192,474300
Sec,5_3C,0,Pacific Gas & Electric Company,0.01,1705.352786,4699,35.56884975,-121.0726224,2360.405528,2000,655.0527416,7,1,NA,NA,NA,0.000592448,1.2,1.420811212,4,high_medium,1,1.420811212,1,2 day,48,1700
W,16_3C,0,Southern California Edison,0.75,14812.45113,15241,34.44824118,-119.2740206,13964.6289,14800,847.8222306,7,1,1.808908367,NA,NA,NA,1,1.808908367,2,low_medium,0.666666667,1.205938911,1,2 day,48,14800
Sec,6_3B,1,Southern California Edison,1,515823.246,181,33.86439566,-118.336873,368083.2873,722200,147739.9587,6,1,NA,NA,0.001847866,NA,1.4,0.710371472,1,low,0.5,0.355185736,3,8 day,192,515800
CC,6_3C,1,Southern California Edison,0.5,11698.76992,15848,34.28778222,-119.3059945,12230.17829,14000,531.4083686,8,1,NA,NA,0.002152365,NA,1.2,0.774466027,2,low_medium,0.666666667,0.516310684,1,2 day,48,11700
Sec,7_3B,0,San Diego Gas & Electric,0.9,259158.6438,16730,32.75430446,-117.0374826,252600.2906,311000,6558.353256,6,2,0.809644925,NA,0.001849674,NA,1.2,0.809644925,5,high,1.333333333,1.079526567,1,2 day,48,259200
CC,10_3B,1,Southern California Edison,0.99,118774.7684,422,33.4946059,-117.1473887,62579.88583,142500,56194.8826,12,1,NA,4890,NA,NA,1.2,0.821098294,1,low,0.5,0.410549147,3,8 day,192,118800
CC,9_3B,1,Southern California Edison,0.99,118774.7684,1861,34.1437762,-118.1452256,127210.6595,142500,8435.89109,12,1,NA,4790,NA,NA,1.2,0.732821609,2,low_medium,0.666666667,0.488547739,2,4 day,96,118800
W,10_3B,1,Southern California Edison,0.9,25203.47763,2000,33.5299947,-117.0626049,26015.04017,25200,811.5625378,8,1,NA,NA,0.001277491,NA,1,1.656723117,3,medium,0.8,1.325378494,2,4 day,96,25200
W,6_3C,1,Southern California Edison,0.25,4413.584968,4976,34.19300323,-119.1859028,4942.512929,4400,528.927961,8,1,NA,NA,0.001013831,NA,1,1.97303186,4,high_medium,1,1.97303186,2,4 day,96,4400
Coll,15_3B,0,Imperial Irrigation District,0.9,457404.7752,18599,33.64384447,-116.2001632,231349.3526,457400,226055.4226,3,1,NA,NA,NA,0.000305469,1,1.178097854,1,low,0.5,0.589048927,2,4 day,96,457400
W,10_3B,0,Southern California Edison,0.01,1066.972869,14852,33.7827126,-116.9973001,1058.91669,1100,8.056179506,12,1,NA,4890,NA,NA,1,1.963572097,1,low,0.5,0.981786048,1,2 day,48,1100
Coll,8_3B,1,Los Angeles Department of Water & Power,0.5,19634.8968,7757,34.0288269,-118.2791544,20889.3845,19600,1254.487702,6,2,0.891762672,NA,0.002090095,NA,1,0.891762672,5,high,1.333333333,1.189016896,3,8 day,192,19600
Pri,9_3B,1,Los Angeles Department of Water & Power,0.1,12924.50181,7655,34.17834689,-118.5285802,13008.68849,16800,84.18667975,7,1,NA,NA,NA,0.000142506,1.3,1.07404474,3,medium,0.8,0.859235792,1,2 day,48,12900
Coll,4_3C,0,Pacific Gas & Electric Company,0.25,5240.381119,862,37.42319344,-122.148793,3649.140085,5200,1591.241035,6,1,NA,NA,0.001878597,NA,1,1.101885121,3,medium,0.8,0.881508097,3,8 day,192,5200
CC,11_3B,0,Pacific Gas & Electric Company,0.25,6010.724309,16713,38.82000545,-121.1905463,6185.271508,6000,174.5471997,7,2,0.6846444,NA,0.003125236,NA,1,0.6846444,1,low,0.5,0.3423222,2,4 day,96,6000
W,16_3C,0,Southern California Edison,0.25,4413.584968,16301,34.45134037,-119.2426333,4489.040832,4400,75.45586455,12,1,NA,4870,NA,NA,1,2.016570475,4,high_medium,1,2.016570475,3,8 day,192,4400
W,6_3C,1,Southern California Edison,0.9,25203.47763,13418,34.28748762,-119.1945787,18711.13738,25200,6492.340254,12,1,NA,4790,NA,NA,1,1.938557453,5,high,1.333333333,2.584743271,2,4 day,96,25200
Sec,6_3C,1,Southern California Edison,0.25,62916.35818,6669,34.26821519,-119.2424596,54302.28867,88100,8614.069503,7,1,NA,NA,NA,0.000134807,1.4,1.073637796,4,high_medium,1,1.073637796,2,4 day,96,62900
Pri,6_3C,0,Southern California Edison,0.9,82302.16623,2571,34.42242147,-119.7622026,76353.83715,82300,5948.329086,12,2,0.868358059,4790,NA,NA,1,0.868358059,2,low_medium,0.666666667,0.578905373,1,2 day,48,82300
W,8_3B,1,Los Angeles Department of Water & Power,0.9,25203.47763,7000,33.99089219,-118.2822407,23069.24829,25200,2134.229341,10,1,1.605678478,NA,NA,NA,1,1.605678478,5,high,1.333333333,2.140904637,1,2 day,48,25200
W,7_3B,1,San Diego Gas & Electric,0.75,14812.45113,13123,32.75885348,-117.074181,15340.48068,14800,528.0295461,8,1,NA,NA,0.001103082,NA,1,1.792336535,4,high_medium,1,1.792336535,3,8 day,192,14800
W,8_3B,0,Los Angeles Department of Water & Power,0.5,8158.175525,7693,34.02524038,-118.3970784,10263.90082,8200,2105.725296,10,1,1.605678478,NA,NA,NA,1,1.605678478,4,high_medium,1,1.605678478,2,4 day,96,8200
W,9_3B,1,Southern California Edison,0.9,25203.47763,10015,34.14650913,-118.123295,23673.51976,25200,1529.957874,8,1,NA,NA,0.001165313,NA,1,1.798767564,5,high,1.333333333,2.398356752,2,4 day,96,25200
Coll,8_3B,0,City of Anaheim Public Utilities Department,0.5,19634.8968,1826,33.85138793,-117.9229432,17676.95638,19600,1957.940421,7,1,NA,NA,NA,0.000396041,1,1.24377742,4,high_medium,1,1.24377742,3,8 day,192,19600
W,9_3B,0,Los Angeles Department of Water & Power,0.25,4413.584968,2692,34.07246932,-118.3775764,5844.404389,4400,1430.819421,8,1,NA,NA,0.001165313,NA,1,1.798767564,5,high,1.333333333,2.398356752,2,4 day,96,4400
Pri,16_3C,0,Southern California Edison,0.5,52939.76874,15108,34.45839341,-119.2356416,52026.5072,52900,913.2615382,8,1,NA,NA,NA,0.000612596,1,1.404228938,2,low_medium,0.666666667,0.936152625,2,4 day,96,52900
CC,13_3B,1,Pacific Gas & Electric Company,0.5,11698.76992,813,35.3584044,-119.137381,11767.61004,14000,68.84011595,3,1,NA,NA,NA,2.44E-06,1.2,1.001379603,5,high,1.333333333,1.335172804,1,2 day,48,11700
Sec,6_3B,1,Los Angeles Department of Water & Power,0.25,62916.35818,7348,33.76689029,-118.3014437,63361.15033,88100,444.7921524,12,2,0.690248966,4520,NA,NA,1.4,0.690248966,4,high_medium,1,0.690248966,1,2 day,48,62900
Sec,12_3C,0,Pacific Gas & Electric Company,0.9,259158.6438,5398,37.67468134,-121.7882475,241438.6032,311000,17720.04063,7,1,NA,NA,NA,0.000324603,1.2,1.17998913,2,low_medium,0.666666667,0.78665942,3,8 day,192,259200
Coll,12_4B,0,Pacific Gas & Electric Company,0,653.5114957,13327,38.0301521,-120.3867805,653.5114957,700,0,12,1,NA,3640,NA,NA,1,0.872651363,4,high_medium,1,0.872651363,2,4 day,96,700
Pri,2_3C,1,Pacific Gas & Electric Company,0.9,82302.16623,5142,38.00701451,-122.554952,74270.69131,107000,8031.474921,12,2,0.488287764,3330,NA,NA,1.3,0.488287764,5,high,1.333333333,0.651050352,2,4 day,96,82300
Pri,6_3B,1,Southern California Edison,0.99,150264.4189,708,33.81205068,-118.3209949,125990.5224,195300,24273.89658,6,1,NA,NA,0.002044039,NA,1.3,0.691594395,4,high_medium,1,0.691594395,1,2 day,48,150300
Pri,4_3C,0,Pacific Gas & Electric Company,0.25,34543.24085,2609,37.35731037,-122.0712249,37498.12693,34500,2954.886077,6,1,NA,NA,0.002067156,NA,1,1.001375005,2,low_medium,0.666666667,0.667583337,1,2 day,48,34500
Sec,9_3B,1,Los Angeles Department of Water & Power,0.01,1705.352786,1107,34.28049606,-118.4616829,3011.245691,2400,1305.892904,6,2,0.69840805,NA,0.001983442,NA,1.4,0.69840805,4,high_medium,1,0.69840805,1,2 day,48,1700
CC,1_4C,0,Pacific Gas & Electric Company,0.99,118774.7684,9347,40.7798518,-124.1263326,125484.5608,118800,6709.792409,12,2,0.651003507,2960,NA,NA,1,0.651003507,5,high,1.333333333,0.868004676,3,8 day,192,118800
W,10_3B,0,Southern California Edison,0.9,25203.47763,15245,33.9871048,-117.711416,25203.69322,25200,0.21558681,12,1,NA,4890,NA,NA,1,1.963572097,2,low_medium,0.666666667,1.309048064,3,8 day,192,25200
CC,6_3B,0,Southern California Edison,0.25,6010.724309,8893,33.91973823,-118.4120411,5679.839455,6000,330.8848538,10,1,0.800747923,NA,NA,NA,1,0.800747923,2,low_medium,0.666666667,0.533831949,1,2 day,48,6000
Pri,10_3B,1,San Diego Gas & Electric,0.99,150264.4189,483,32.9082468,-117.084583,103096.6611,195300,47167.75779,6,2,0.67415669,NA,0.002272481,NA,1.3,0.67415669,5,high,1.333333333,0.898875586,1,2 day,48,150300
W,10_3B,1,City of Riverside,0.75,14812.45113,15929,33.92241992,-117.4379264,14687.39063,14800,125.060495,7,1,1.638924727,NA,NA,NA,1,1.638924727,2,low_medium,0.666666667,1.092616485,1,2 day,48,14800
Pri,13_3B,1,Pacific Gas & Electric Company,0.01,1655.672317,6886,36.84302872,-119.7538093,2536.052977,2200,880.38066,6,1,NA,NA,0.002462849,NA,1.3,0.660131669,2,low_medium,0.666666667,0.440087779,2,4 day,96,1700
W,6_3B,0,San Diego Gas & Electric,0.5,8158.175525,16100,33.53286266,-117.7005395,7654.707246,8200,503.4682789,4,1,NA,NA,NA,0.001143548,1,2.406191498,2,low_medium,0.666666667,1.604127665,1,2 day,48,8200
Coll,12_3B,1,Sacramento Municipal Utility District,0.9,457404.7752,1624,38.54107572,-121.4900108,438024.8778,457400,19379.89739,6,1,NA,NA,0.002218441,NA,1,0.946173655,4,high_medium,1,0.946173655,3,8 day,192,457400
Sec,11_3B,1,Pacific Gas & Electric Company,0.9,259158.6438,14713,39.12938544,-121.6227617,233104.317,362800,26054.32686,6,1,NA,NA,0.00239017,NA,1.4,0.61253117,3,medium,0.8,0.490024936,2,4 day,96,259200
Coll,8_3B,0,Southern California Edison,0.25,5240.381119,8854,34.01110079,-118.4105372,3510.403781,5200,1729.977338,12,1,NA,4670,NA,NA,1,0.959478313,2,low_medium,0.666666667,0.639652209,2,4 day,96,5200
CC,2_3C,0,Pacific Gas & Electric Company,0.9,35182.88873,314,37.95484063,-122.5491025,37345.1,35200,2162.211276,4,1,NA,NA,NA,0.000374167,1,1.25464285,4,high_medium,1,1.25464285,3,8 day,192,35200
Coll,6_3C,1,Southern California Edison,0.75,100591.4455,13590,34.42852304,-119.720732,64076.50525,100600,36514.94026,7,1,NA,NA,NA,0.000657857,1,1.503092915,2,low_medium,0.666666667,1.002061943,3,8 day,192,100600
CC,10_3B,1,City of Riverside,0.25,6010.724309,17895,33.95454913,-117.3293427,7633.636599,7200,1622.91229,8,1,NA,NA,0.002859508,NA,1.2,0.61678712,3,medium,0.8,0.493429696,3,8 day,192,6000
CC,9_3B,0,Southern California Edison,0.9,35182.88873,6575,34.13619545,-118.7130113,33213.87774,35200,1969.010986,12,1,NA,4790,NA,NA,1,0.87938593,3,medium,0.8,0.703508744,3,8 day,192,35200
W,10_3B,0,Southern California Edison,0.99,63974.19884,16504,33.94775725,-116.9736566,64009.88722,64000,35.6883835,8,1,NA,NA,0.001277491,NA,1,1.656723117,3,medium,0.8,1.325378494,2,4 day,96,64000
CC,3_3B,1,Pacific Gas & Electric Company,0.9,35182.88873,1343,38.10172052,-122.260748,38928.33909,42200,3745.450361,12,2,0.631796882,3430,NA,NA,1.2,0.631796882,1,low,0.5,0.315898441,1,2 day,48,35200
Coll,6_3B,1,Los Angeles Department of Water & Power,0.5,19634.8968,14521,33.95703048,-118.4171163,20579.97383,19600,945.0770252,6,1,NA,NA,0.001847866,NA,1,0.994520061,3,medium,0.8,0.795616049,2,4 day,96,19600
Sec,9_3B,0,Southern California Edison,0.9,259158.6438,4856,33.97022144,-118.0792374,258830.1046,311000,328.5392544,6,2,0.814809392,NA,0.001983442,NA,1.2,0.814809392,3,medium,0.8,0.651847513,3,8 day,192,259200
W,8_3B,1,City of Anaheim Public Utilities Department,0.5,8158.175525,13623,33.82412693,-118.0132058,8534.549248,8200,376.3737229,12,1,NA,4670,NA,NA,1,1.771467299,5,high,1.333333333,2.361956398,2,4 day,96,8200
Sec,3_3B,0,Pacific Gas & Electric Company,0.25,62916.35818,2475,37.89812213,-122.2947178,63385.71727,75500,469.3590931,12,1,NA,3430,NA,NA,1.2,0.682431729,2,low_medium,0.666666667,0.454954486,1,2 day,48,62900
CC,12_3B,0,Modesto Irrigation District,0.25,6010.724309,12791,37.77862907,-121.5404903,5493.378528,6000,517.3457806,3,1,NA,NA,NA,0.00032526,1,1.229594499,4,high_medium,1,1.229594499,1,2 day,48,6000
Pri,16_3B,0,Pacific Gas & Electric Company,0.01,1655.672317,3788,37.22723,-119.5055606,5052.230779,1700,3396.558462,6,1,NA,NA,0.00167962,NA,1,1.234148537,3,medium,0.8,0.987318829,2,4 day,96,1700
W,9_3B,1,Los Angeles Department of Water & Power,0.9,25203.47763,8481,34.15304507,-118.6302707,24850.32162,25200,353.1560095,12,1,NA,4790,NA,NA,1,1.81030877,4,high_medium,1,1.81030877,3,8 day,192,25200
CC,6_3B,0,Los Angeles Department of Water & Power,0.25,6010.724309,7191,33.92239744,-118.4318774,7076.090091,6000,1065.365782,10,1,0.800747923,NA,NA,NA,1,0.800747923,3,medium,0.8,0.640598338,3,8 day,192,6000
Sec,15_2B,1,Imperial Irrigation District,0.75,196445.8043,713,32.78883447,-115.5645911,170241.3881,275000,26204.41614,12,1,NA,5600,NA,NA,1.4,0.891350134,3,medium,0.8,0.713080108,3,8 day,192,196400
Pri,3_3B,0,Pacific Gas & Electric Company,0.9,82302.16623,5799,37.9435605,-122.3649268,93652.45739,82300,11350.29116,12,1,NA,3430,NA,NA,1,0.652543686,1,low,0.5,0.326271843,1,2 day,48,82300
Pri,10_3B,0,San Diego Gas & Electric,0.75,67085.79308,136,32.84786932,-116.9956582,66579.40694,67100,506.3861397,8,1,NA,NA,NA,0.00048298,1,1.295677068,1,low,0.5,0.647838534,3,8 day,192,67100
Sec,13_3B,0,Southern California Edison,0.5,115160.0833,1628,36.21194281,-119.0673185,144973.279,138200,29813.19562,4,1,NA,NA,NA,0.000176107,1.2,1.100041399,2,low_medium,0.666666667,0.733360933,2,4 day,96,115200
Pri,12_3C,1,Pacific Gas & Electric Company,0.1,12924.50181,8781,37.67631538,-121.8620125,12329.35719,16800,595.144621,7,1,NA,NA,NA,0.000239175,1.3,1.126622269,5,high,1.333333333,1.502163025,2,4 day,96,12900
Pri,10_3B,1,Southern California Edison,0.9,82302.16623,9344,33.47199526,-117.0805708,82979.36663,107000,677.2003978,7,1,NA,NA,NA,1.42E-06,1.3,1.000687751,3,medium,0.8,0.800550201,1,2 day,48,82300
CC,3_3B,1,Pacific Gas & Electric Company,0.75,21253.63252,969,38.13408771,-122.2349951,22204.22709,25500,950.5945753,4,1,NA,NA,NA,0.000160242,1.2,1.091562594,1,low,0.5,0.545781297,2,4 day,96,21300
Pri,12_3B,1,Sacramento Municipal Utility District,0.01,1655.672317,5028,38.57140477,-121.4955252,4101.947815,2200,2446.275498,8,1,NA,NA,NA,7.34E-05,1.3,1.035441004,3,medium,0.8,0.828352804,1,2 day,48,1700
W,16_4B,0,Southern California Edison,0.1,2543.392154,14180,37.36480508,-118.3970489,2352.046925,2500,191.3452296,7,2,1.590164643,NA,0.001254281,NA,1,1.590164643,2,low_medium,0.666666667,1.060109762,3,8 day,192,2500
Sec,16_3B,0,Southern California Edison,0.9,259158.6438,1251,35.12128788,-118.4338696,219663.0035,311000,39495.64035,12,1,NA,4180,NA,NA,1.2,0.837401844,3,medium,0.8,0.669921475,2,4 day,96,259200
Sec,12_3C,1,Pacific Gas & Electric Company,0.75,196445.8043,12363,37.67251771,-121.9184954,226791.9436,275000,30346.13939,12,1,NA,3690,NA,NA,1.4,0.628418013,5,high,1.333333333,0.837890684,2,4 day,96,196400
Sec,16_3C,0,Southern California Edison,0.5,115160.0833,1242,34.79994423,-118.8913422,89196.41959,138200,25963.66375,4,1,NA,NA,NA,0.000275449,1.2,1.167295366,5,high,1.333333333,1.556393822,3,8 day,192,115200
Sec,9_3B,0,Southern California Edison,0.9,259158.6438,4856,33.97022144,-118.0792374,258830.1046,311000,328.5392544,6,2,0.814809392,NA,0.001983442,NA,1.2,0.814809392,4,high_medium,1,0.814809392,2,4 day,96,259200
Pri,2_3C,1,Pacific Gas & Electric Company,0.5,52939.76874,1532,38.44082033,-122.7367387,52899.47758,68800,40.29115505,12,2,0.488287764,3330,NA,NA,1.3,0.488287764,1,low,0.5,0.244143882,1,2 day,48,52900
W,4_3C,0,Pacific Gas & Electric Company,0.99,63974.19884,2080,37.29163655,-121.9513265,61064.85009,64000,2909.348743,7,1,NA,NA,0.001053747,NA,1,2.011254155,3,medium,0.8,1.609003324,3,8 day,192,64000
W,13_3B,1,Pacific Gas & Electric Company,0,651.5666403,13850,35.37505037,-119.0274423,684.9499963,700,33.38335599,4,1,NA,NA,NA,0.00108902,1,2.285085675,5,high,1.333333333,3.0467809,1,2 day,48,700
W,6_3C,1,Southern California Edison,0.5,8158.175525,13677,34.27595448,-119.251889,8301.480874,8200,143.3053497,10,1,1.887924352,NA,NA,NA,1,1.887924352,1,low,0.5,0.943962176,2,4 day,96,8200
W,10_3B,1,Southern California Edison,0.5,8158.175525,16661,34.05383853,-117.1812236,8182.403756,8200,24.22823148,4,1,NA,NA,NA,0.00107352,1,2.261010924,2,low_medium,0.666666667,1.507340616,1,2 day,48,8200
Pri,4_3C,0,Pacific Gas & Electric Company,0.9,82302.16623,10050,37.41418606,-122.156144,82669.16411,82300,366.997874,6,1,NA,NA,0.002067156,NA,1,1.001375005,3,medium,0.8,0.801100004,2,4 day,96,82300
Sec,5_3C,0,Pacific Gas & Electric Company,0.25,62916.35818,3377,35.075702,-120.5813384,65674.39415,75500,2758.035971,6,1,NA,NA,0.001592983,NA,1.2,1.035791307,1,low,0.5,0.517895653,3,8 day,192,62900
Pri,9_3B,0,Southern California Edison,0.1,12924.50181,10099,34.01206386,-117.9779064,17513.97196,12900,4589.470148,6,1,NA,NA,0.002146022,NA,1,0.903696495,1,low,0.5,0.451848247,2,4 day,96,12900
CC,7_3B,1,San Diego Gas & Electric,0.9,35182.88873,12673,33.16134714,-117.3436815,32672.82203,42200,2510.066695,8,1,NA,NA,0.00239174,NA,1.2,0.688862084,4,high_medium,1,0.688862084,2,4 day,96,35200
Coll,5_3C,0,Pacific Gas & Electric Company,0.9,457404.7752,9364,34.94408143,-120.4213258,419308.7955,457400,38095.97963,12,2,1.090902154,4770,NA,NA,1,1.090902154,2,low_medium,0.666666667,0.727268102,2,4 day,96,457400
CC,16_3C,0,Southern California Edison,0.5,11698.76992,14178,34.45224921,-119.2362001,8719.809008,11700,2978.960916,12,1,NA,4870,NA,NA,1,1.029953112,4,high_medium,1,1.029953112,1,2 day,48,11700
W,9_3B,0,Los Angeles Department of Water & Power,0.75,14812.45113,14614,34.05486471,-118.4003443,17216.65315,14800,2404.202017,8,1,NA,NA,0.001165313,NA,1,1.798767564,3,medium,0.8,1.439014051,3,8 day,192,14800
Pri,12_3C,0,Modesto Irrigation District,0.75,67085.79308,1323,37.78862426,-121.5519554,75291.12228,67100,8205.3292,7,1,NA,NA,NA,0.000675072,1,1.46460895,2,low_medium,0.666666667,0.976405967,1,2 day,48,67100
Coll,3_3C,0,Pacific Gas & Electric Company,0.5,19634.8968,766,37.63577645,-122.3834407,25363.63986,19600,5728.743062,12,2,0.832201897,3500,NA,NA,1,0.832201897,1,low,0.5,0.416100948,1,2 day,48,19600
W,9_3C,0,Southern California Edison,0.25,4413.584968,16571,34.41573024,-118.7913242,4591.26793,4400,177.6829627,10,1,1.905299885,NA,NA,NA,1,1.905299885,3,medium,0.8,1.524239908,1,2 day,48,4400
